696	2021-11-20 07:52:18	113	1	696	I	0	1
321	2021-11-20 07:53:08	113	1	321	I	0	1
402	2021-11-20 07:55:31	113	1	402	I	0	1
729	2021-11-20 07:56:55	113	1	729	I	0	1
172	2021-11-20 07:57:09	113	1	172	I	0	1
117	2021-11-20 07:57:48	113	1	117	I	0	1
277	2021-11-20 07:57:59	113	1	277	I	0	1
727	2021-11-20 07:58:04	113	1	727	I	0	1
978	2021-11-20 07:58:26	113	1	978	I	0	1
276	2021-11-20 07:59:45	113	1	276	I	0	1
701	2021-11-20 07:59:51	113	1	701	I	0	1
658	2021-11-20 07:55:08	114	1	658	I	0	1
447	2021-11-20 07:55:10	114	1	447	I	0	1
369	2021-11-20 07:55:12	114	1	369	I	0	1
338	2021-11-20 07:55:43	114	1	338	I	0	1
800	2021-11-20 07:55:51	114	1	800	I	0	1
443	2021-11-20 07:55:59	114	1	443	I	0	1
191	2021-11-20 07:56:01	114	1	191	I	0	1
808	2021-11-20 07:56:10	114	1	808	I	0	1
318	2021-11-20 07:56:17	114	1	318	I	0	1
128	2021-11-20 07:56:21	114	1	128	I	0	1
424	2021-11-20 07:56:25	114	1	424	I	0	1
166	2021-11-20 07:56:26	114	1	166	I	0	1
34	2021-11-20 07:56:33	114	1	34	I	0	1
528	2021-11-20 07:56:46	114	1	528	I	0	1
135	2021-11-20 07:56:50	114	1	135	I	0	1
135	2021-11-20 07:56:52	114	1	135	I	0	1
342	2021-11-20 07:56:54	114	1	342	I	0	1
775	2021-11-20 07:56:56	114	1	775	I	0	1
752	2021-11-20 07:56:59	114	1	752	I	0	1
643	2021-11-20 07:57:01	114	1	643	I	0	1
124	2021-11-20 07:57:03	114	1	124	I	0	1
375	2021-11-20 07:57:06	114	1	375	I	0	1
568	2021-11-20 07:57:08	114	1	568	I	0	1
258	2021-11-20 07:57:17	114	1	258	I	0	1
102	2021-11-20 07:57:19	114	1	102	I	0	1
164	2021-11-20 07:57:21	114	1	164	I	0	1
497	2021-11-20 07:57:23	114	1	497	I	0	1
575	2021-11-20 07:57:38	114	1	575	I	0	1
611	2021-11-20 07:57:46	114	1	611	I	0	1
958	2021-11-20 07:57:55	114	1	958	I	0	1
273	2021-11-20 07:58:24	114	1	273	I	0	1
549	2021-11-20 07:58:27	114	1	549	I	0	1
791	2021-11-20 07:58:30	114	1	791	I	0	1
815	2021-11-20 07:58:35	114	1	815	I	0	1
747	2021-11-20 07:58:45	114	1	747	I	0	1
803	2021-11-20 07:58:59	114	1	803	I	0	1
257	2021-11-20 07:59:04	114	1	257	I	0	1
152	2021-11-20 07:59:05	114	1	152	I	0	1
144	2021-11-20 07:59:08	114	1	144	I	0	1
364	2021-11-20 07:59:11	114	1	364	I	0	1
508	2021-11-20 07:59:15	114	1	508	I	0	1
154	2021-11-20 07:59:30	114	1	154	I	0	1
120	2021-11-20 07:59:32	114	1	120	I	0	1
137	2021-11-20 07:59:38	114	1	137	I	0	1
605	2021-11-20 07:59:44	114	1	605	I	0	1
535	2021-11-20 07:59:50	114	1	535	I	0	1
157	2021-11-20 07:59:56	114	1	157	I	0	1
605	2021-11-20 07:59:59	114	1	605	I	0	1
622	2021-11-20 08:00:03	114	1	622	I	0	1
150	2021-11-20 08:00:05	114	1	150	I	0	1
239	2021-11-20 08:00:11	114	1	239	I	0	1
236	2021-11-20 08:00:23	114	1	236	I	0	1
831	2021-11-20 07:50:41	1	1	831	I	0	1
973	2021-11-20 07:51:30	1	1	973	I	0	1
563	2021-11-20 07:51:41	1	1	563	I	0	1
1108	2021-11-20 07:51:47	1	1	1108	I	0	1
190	2021-11-20 07:52:00	1	1	190	I	0	1
90	2021-11-20 07:52:39	1	1	90	I	0	1
499	2021-11-20 07:52:46	1	1	499	I	0	1
657	2021-11-20 07:52:57	1	1	657	I	0	1
417	2021-11-20 07:53:05	1	1	417	I	0	1
64	2021-11-20 07:53:15	1	1	64	I	0	1
91	2021-11-20 07:54:07	1	1	91	I	0	1
21	2021-11-20 07:54:16	1	1	21	I	0	1
171	2021-11-20 07:55:09	1	1	171	I	0	1
776	2021-11-20 07:55:23	1	1	776	I	0	1
73	2021-11-20 07:55:28	1	1	73	I	0	1
100457	2021-11-20 07:55:41	1	1	SEFALE	I	0	1
712	2021-11-20 07:55:47	1	1	712	I	0	1
240	2021-11-20 07:55:53	1	1	240	I	0	1
429	2021-11-20 07:55:58	1	1	429	I	0	1
695	2021-11-20 07:56:20	1	1	695	I	0	1
78	2021-11-20 07:56:29	1	1	78	I	0	1
59	2021-11-20 07:56:41	1	1	59	I	0	1
244	2021-11-20 07:57:04	1	1	244	I	0	1
490	2021-11-20 07:57:18	1	1	490	I	0	1
200	2021-11-20 07:57:22	1	1	200	I	0	1
777	2021-11-20 07:57:33	1	1	777	I	0	1
698	2021-11-20 07:57:37	1	1	698	I	0	1
304	2021-11-20 07:57:53	1	1	304	I	0	1
576	2021-11-20 07:58:10	1	1	576	I	0	1
79	2021-11-20 07:58:22	1	1	79	I	0	1
935	2021-11-20 07:58:30	1	1	935	I	0	1
431	2021-11-20 07:58:51	1	1	431	I	0	1
107	2021-11-20 07:59:00	1	1	107	I	0	1
58	2021-11-20 07:59:06	1	1	58	I	0	1
779	2021-11-20 07:59:11	1	1	779	I	0	1
556	2021-11-20 07:59:23	1	1	556	I	0	1
168	2021-11-20 07:59:30	1	1	168	I	0	1
100251	2021-11-20 07:59:46	1	1	SURAYA	I	0	1
462	2021-11-20 07:59:58	1	1	462	I	0	1
95	2021-11-20 08:00:04	1	1	95	I	0	1
819	2021-11-20 08:00:16	1	1	819	I	0	1
982	2021-11-20 08:00:41	1	1	982	I	0	1
631	2021-11-20 08:00:59	1	1	631	I	0	1
823	2021-11-20 08:01:37	1	1	823	I	0	1
609	2021-11-20 08:01:49	1	1	609	I	0	1
335	2021-11-20 07:31:20	6	1	335	I	0	1
65	2021-11-20 07:38:11	6	1	65	I	0	1
615	2021-11-20 07:39:38	6	1	615	I	0	1
1069	2021-11-20 07:39:46	6	1	1069	I	0	1
28	2021-11-20 07:39:49	6	1	28	I	0	1
238	2021-11-20 07:40:16	6	1	238	I	0	1
672	2021-11-20 07:42:53	6	1	672	I	0	1
604	2021-11-20 07:42:56	6	1	604	I	0	1
363	2021-11-20 07:43:41	6	1	363	I	0	1
586	2021-11-20 07:44:02	6	1	586	I	0	1
801	2021-11-20 07:45:17	6	1	801	I	0	1
584	2021-11-20 07:45:48	6	1	584	I	0	1
268	2021-11-20 07:46:22	6	1	268	I	0	1
334	2021-11-20 07:46:24	6	1	334	I	0	1
241	2021-11-20 07:47:23	6	1	241	I	0	1
370	2021-11-20 07:47:29	6	1	370	I	0	1
70	2021-11-20 07:47:49	6	1	70	I	0	1
788	2021-11-20 07:48:17	6	1	788	I	0	1
493	2021-11-20 07:48:43	6	1	493	I	0	1
303	2021-11-20 07:48:53	6	1	303	I	0	1
71	2021-11-20 07:49:22	6	1	71	I	0	1
325	2021-11-20 07:49:29	6	1	325	I	0	1
224	2021-11-20 07:49:31	6	1	224	I	0	1
580	2021-11-20 07:49:33	6	1	580	I	0	1
449	2021-11-20 07:49:39	6	1	449	I	0	1
794	2021-11-20 07:50:02	6	1	794	I	0	1
809	2021-11-20 07:50:15	6	1	809	I	0	1
101	2021-11-20 07:50:19	6	1	101	I	0	1
664	2021-11-20 07:50:23	6	1	664	I	0	1
417	2021-11-20 07:50:40	6	1	417	I	0	1
330	2021-11-20 07:50:46	6	1	330	I	0	1
103	2021-11-20 07:50:51	6	1	103	I	0	1
771	2021-11-20 07:50:53	6	1	771	I	0	1
97	2021-11-20 07:50:58	6	1	97	I	0	1
542	2021-11-20 07:51:03	6	1	542	I	0	1
600	2021-11-20 07:51:18	6	1	600	I	0	1
816	2021-11-20 07:51:21	6	1	816	I	0	1
812	2021-11-20 07:51:25	6	1	812	I	0	1
229	2021-11-20 07:57:39	6	1	229	I	0	1
227	2021-11-20 07:57:43	6	1	227	I	0	1
588	2021-11-20 07:57:46	6	1	588	I	0	1
314	2021-11-20 07:57:51	6	1	314	I	0	1
56	2021-11-20 07:58:17	6	1	56	I	0	1
572	2021-11-20 07:58:23	6	1	572	I	0	1
558	2021-11-20 07:58:25	6	1	558	I	0	1
423	2021-11-20 07:58:42	6	1	423	I	0	1
494	2021-11-20 07:59:01	6	1	494	I	0	1
7	2021-11-20 07:59:04	6	1	7	I	0	1
11	2021-11-20 07:59:07	6	1	11	I	0	1
216	2021-11-20 07:59:44	6	1	216	I	0	1
292	2021-11-20 08:00:01	6	1	292	I	0	1
352	2021-11-20 08:00:14	6	1	352	I	0	1
561	2021-11-20 08:00:17	6	1	561	I	0	1
796	2021-11-20 08:00:33	6	1	796	I	0	1
328	2021-11-20 08:00:58	6	1	328	I	0	1
134	2021-11-20 08:01:16	6	1	134	I	0	1
399	2021-11-20 08:02:18	6	1	399	I	0	1
271	2021-11-20 08:04:56	6	1	271	I	0	1
995	2021-11-20 07:52:04	7	1	995	I	0	1
255	2021-11-20 07:55:21	7	1	255	I	0	1
406	2021-11-20 07:58:36	7	1	406	I	0	1
177	2021-11-20 08:01:57	7	1	177	I	0	1
242	2021-11-20 07:43:33	8	1	242	I	0	1
50	2021-11-20 07:43:55	8	1	50	I	0	1
181	2021-11-20 07:44:41	8	1	181	I	0	1
739	2021-11-20 07:45:04	8	1	739	I	0	1
957	2021-11-20 07:45:07	8	1	957	I	0	1
284	2021-11-20 07:46:11	8	1	284	I	0	1
284	2021-11-20 07:46:14	8	1	284	I	0	1
234	2021-11-20 07:46:23	8	1	234	I	0	1
237	2021-11-20 07:47:06	8	1	237	I	0	1
435	2021-11-20 07:50:41	8	1	435	I	0	1
428	2021-11-20 07:50:43	8	1	428	I	0	1
293	2021-11-20 07:51:20	8	1	293	I	0	1
188	2021-11-20 07:51:40	8	1	188	I	0	1
472	2021-11-20 07:51:45	8	1	472	I	0	1
994	2021-11-20 07:52:10	8	1	994	I	0	1
404	2021-11-20 07:52:23	8	1	404	I	0	1
72	2021-11-20 07:53:05	8	1	72	I	0	1
176	2021-11-20 07:54:48	8	1	176	I	0	1
210	2021-11-20 07:55:33	8	1	210	I	0	1
676	2021-11-20 07:55:42	8	1	676	I	0	1
173	2021-11-20 07:56:06	8	1	173	I	0	1
189	2021-11-20 07:56:22	8	1	189	I	0	1
167	2021-11-20 07:56:30	8	1	167	I	0	1
299	2021-11-20 07:56:33	8	1	299	I	0	1
60	2021-11-20 07:56:44	8	1	60	I	0	1
203	2021-11-20 07:57:38	8	1	203	I	0	1
749	2021-11-20 07:40:37	114	1	749	I	0	1
767	2021-11-20 07:41:55	114	1	767	I	0	1
411	2021-11-20 07:43:03	114	1	411	I	0	1
955	2021-11-20 07:43:07	114	1	955	I	0	1
357	2021-11-20 07:43:55	114	1	357	I	0	1
18	2021-11-20 07:44:53	114	1	18	I	0	1
967	2021-11-20 07:45:45	114	1	967	I	0	1
739	2021-11-20 07:46:10	114	1	739	I	0	1
606	2021-11-20 07:46:18	114	1	606	I	0	1
606	2021-11-20 07:46:21	114	1	606	I	0	1
654	2021-11-20 07:47:16	114	1	654	I	0	1
659	2021-11-20 07:47:24	114	1	659	I	0	1
193	2021-11-20 07:47:31	114	1	193	I	0	1
594	2021-11-20 07:47:50	114	1	594	I	0	1
420	2021-11-20 07:48:00	114	1	420	I	0	1
132	2021-11-20 07:48:24	114	1	132	I	0	1
661	2021-11-20 07:48:33	114	1	661	I	0	1
675	2021-11-20 07:51:19	114	1	675	I	0	1
970	2021-11-20 07:51:23	114	1	970	I	0	1
428	2021-11-20 07:51:40	114	1	428	I	0	1
786	2021-11-20 07:51:47	114	1	786	I	0	1
662	2021-11-20 07:51:53	114	1	662	I	0	1
560	2021-11-20 07:52:04	114	1	560	I	0	1
785	2021-11-20 07:52:21	114	1	785	I	0	1
620	2021-11-20 07:52:27	114	1	620	I	0	1
667	2021-11-20 07:53:19	114	1	667	I	0	1
366	2021-11-20 07:53:29	114	1	366	I	0	1
564	2021-11-20 07:53:35	114	1	564	I	0	1
339	2021-11-20 07:53:39	114	1	339	I	0	1
143	2021-11-20 07:53:56	114	1	143	I	0	1
527	2021-11-20 07:53:59	114	1	527	I	0	1
162	2021-11-20 07:54:01	114	1	162	I	0	1
530	2021-11-20 07:54:18	114	1	530	I	0	1
821	2021-11-20 07:54:21	114	1	821	I	0	1
33	2021-11-20 07:54:23	114	1	33	I	0	1
33	2021-11-20 07:54:25	114	1	33	I	0	1
768	2021-11-20 07:54:28	114	1	768	I	0	1
306	2021-11-20 07:54:38	114	1	306	I	0	1
505	2021-11-20 07:54:45	114	1	505	I	0	1
98	2021-11-20 07:54:51	114	1	98	I	0	1
954	2021-11-20 07:54:54	114	1	954	I	0	1
355	2021-11-20 07:55:02	114	1	355	I	0	1
373	2021-11-20 08:00:27	114	1	373	I	0	1
678	2021-11-20 08:00:30	114	1	678	I	0	1
246	2021-11-20 08:00:39	114	1	246	I	0	1
427	2021-11-20 08:00:41	114	1	427	I	0	1
158	2021-11-20 08:00:50	114	1	158	I	0	1
579	2021-11-20 08:01:33	114	1	579	I	0	1
445	2021-11-20 08:01:48	114	1	445	I	0	1
889	2021-11-20 08:01:53	114	1	889	I	0	1
153	2021-11-20 08:01:55	114	1	153	I	0	1
247	2021-11-20 08:01:57	114	1	247	I	0	1
817	2021-11-20 08:02:34	114	1	817	I	0	1
250	2021-11-20 08:03:00	114	1	250	I	0	1
131	2021-11-20 08:03:25	114	1	131	I	0	1
