138	2021-11-20 10:20:04	110	1	138	I	0	1
138	2021-11-20 10:20:06	110	1	138	I	0	1
138	2021-11-20 10:20:12	113	1	138	I	0	1
959	2021-11-20 07:49:37	2	1	959	I	0	1
94	2021-11-20 07:49:53	2	1	94	I	0	1
394	2021-11-20 07:51:23	2	1	394	I	0	1
374	2021-11-20 07:51:42	2	1	374	I	0	1
699	2021-11-20 07:52:01	2	1	699	I	0	1
700	2021-11-20 07:52:07	2	1	700	I	0	1
354	2021-11-20 07:52:10	2	1	354	I	0	1
389	2021-11-20 07:52:36	2	1	389	I	0	1
294	2021-11-20 07:52:43	2	1	294	I	0	1
379	2021-11-20 07:52:53	2	1	379	I	0	1
682	2021-11-20 07:53:44	2	1	682	I	0	1
720	2021-11-20 07:53:55	2	1	720	I	0	1
106	2021-11-20 07:54:00	2	1	106	I	0	1
723	2021-11-20 07:54:08	2	1	723	I	0	1
397	2021-11-20 07:54:14	2	1	397	I	0	1
320	2021-11-20 07:54:27	2	1	320	I	0	1
295	2021-11-20 07:54:35	2	1	295	I	0	1
27	2021-11-20 07:54:43	2	1	27	I	0	1
146	2021-11-20 07:54:53	2	1	146	I	0	1
305	2021-11-20 07:54:58	2	1	305	I	0	1
301	2021-11-20 07:55:03	2	1	301	I	0	1
468	2021-11-20 07:55:06	2	1	468	I	0	1
691	2021-11-20 07:55:15	2	1	691	I	0	1
459	2021-11-20 07:55:22	2	1	459	I	0	1
278	2021-11-20 07:55:51	2	1	278	I	0	1
401	2021-11-20 07:55:57	2	1	401	I	0	1
545	2021-11-20 07:56:09	2	1	545	I	0	1
40	2021-11-20 07:56:13	2	1	40	I	0	1
644	2021-11-20 07:56:18	2	1	644	I	0	1
759	2021-11-20 07:56:37	2	1	759	I	0	1
19	2021-11-20 07:56:45	2	1	19	I	0	1
23	2021-11-20 07:56:49	2	1	23	I	0	1
770	2021-11-20 07:57:03	2	1	770	I	0	1
222	2021-11-20 07:57:31	2	1	222	I	0	1
711	2021-11-20 07:57:44	2	1	711	I	0	1
623	2021-11-20 07:58:04	2	1	623	I	0	1
141	2021-11-20 07:59:18	2	1	141	I	0	1
322	2021-11-20 07:59:27	2	1	322	I	0	1
708	2021-11-20 08:01:22	2	1	708	I	0	1
656	2021-11-20 07:51:31	6	1	656	I	0	1
617	2021-11-20 07:51:32	6	1	617	I	0	1
602	2021-11-20 07:51:35	6	1	602	I	0	1
607	2021-11-20 07:51:37	6	1	607	I	0	1
562	2021-11-20 07:51:43	6	1	562	I	0	1
766	2021-11-20 07:51:50	6	1	766	I	0	1
810	2021-11-20 07:52:14	6	1	810	I	0	1
486	2021-11-20 07:52:23	6	1	486	I	0	1
359	2021-11-20 07:52:26	6	1	359	I	0	1
365	2021-11-20 07:52:28	6	1	365	I	0	1
655	2021-11-20 07:52:34	6	1	655	I	0	1
454	2021-11-20 07:52:46	6	1	454	I	0	1
391	2021-11-20 07:52:50	6	1	391	I	0	1
262	2021-11-20 07:52:55	6	1	262	I	0	1
570	2021-11-20 07:53:00	6	1	570	I	0	1
569	2021-11-20 07:53:03	6	1	569	I	0	1
392	2021-11-20 07:53:12	6	1	392	I	0	1
504	2021-11-20 07:53:15	6	1	504	I	0	1
614	2021-11-20 07:53:18	6	1	614	I	0	1
660	2021-11-20 07:53:20	6	1	660	I	0	1
75	2021-11-20 07:53:22	6	1	75	I	0	1
456	2021-11-20 07:53:35	6	1	456	I	0	1
386	2021-11-20 07:53:41	6	1	386	I	0	1
577	2021-11-20 07:53:59	6	1	577	I	0	1
552	2021-11-20 07:54:06	6	1	552	I	0	1
814	2021-11-20 07:54:09	6	1	814	I	0	1
795	2021-11-20 07:54:13	6	1	795	I	0	1
551	2021-11-20 07:54:19	6	1	551	I	0	1
503	2021-11-20 07:54:21	6	1	503	I	0	1
390	2021-11-20 07:54:36	6	1	390	I	0	1
608	2021-11-20 07:54:39	6	1	608	I	0	1
362	2021-11-20 07:54:43	6	1	362	I	0	1
269	2021-11-20 07:54:51	6	1	269	I	0	1
261	2021-11-20 07:54:56	6	1	261	I	0	1
14	2021-11-20 07:54:59	6	1	14	I	0	1
613	2021-11-20 07:55:06	6	1	613	I	0	1
100	2021-11-20 07:55:17	6	1	100	I	0	1
176	2021-11-20 07:55:19	6	1	176	I	0	1
491	2021-11-20 07:55:23	6	1	491	I	0	1
43	2021-11-20 07:55:32	6	1	43	I	0	1
554	2021-11-20 07:55:43	6	1	554	I	0	1
195	2021-11-20 07:55:54	6	1	195	I	0	1
765	2021-11-20 07:55:57	6	1	765	I	0	1
221	2021-11-20 07:56:06	6	1	221	I	0	1
73	2021-11-20 07:56:11	6	1	73	I	0	1
776	2021-11-20 07:56:17	6	1	776	I	0	1
395	2021-11-20 07:56:22	6	1	395	I	0	1
267	2021-11-20 07:56:25	6	1	267	I	0	1
265	2021-11-20 07:56:37	6	1	265	I	0	1
125	2021-11-20 07:56:51	6	1	125	I	0	1
639	2021-11-20 07:57:08	6	1	639	I	0	1
192	2021-11-20 07:57:20	6	1	192	I	0	1
228	2021-11-20 07:57:32	6	1	228	I	0	1
762	2021-11-20 07:57:34	6	1	762	I	0	1
274	2021-11-20 07:57:36	6	1	274	I	0	1
108	2021-11-20 07:58:05	8	1	108	I	0	1
119	2021-11-20 07:58:17	8	1	119	I	0	1
971	2021-11-20 07:58:35	8	1	971	I	0	1
991	2021-11-20 07:59:13	8	1	991	I	0	1
990	2021-11-20 07:59:24	8	1	990	I	0	1
204	2021-11-20 07:59:29	8	1	204	I	0	1
531	2021-11-20 07:59:47	8	1	531	I	0	1
121	2021-11-20 08:00:19	8	1	121	I	0	1
25	2021-11-20 08:00:25	8	1	25	I	0	1
408	2021-11-20 08:00:35	8	1	408	I	0	1
509	2021-11-20 08:01:04	8	1	509	I	0	1
57	2021-11-20 08:02:00	8	1	57	I	0	1
45	2021-11-20 08:02:17	8	1	45	I	0	1
500	2021-11-20 08:03:39	8	1	500	I	0	1
511	2021-11-20 07:52:26	110	1	511	I	0	1
471	2021-11-20 07:53:49	110	1	471	I	0	1
170	2021-11-20 07:54:22	110	1	170	I	0	1
515	2021-11-20 07:55:37	110	1	515	I	0	1
727	2021-11-20 07:57:41	110	1	727	I	0	1
716	2021-11-20 08:00:03	110	1	716	I	0	1
199	2021-11-20 08:00:28	110	1	199	I	0	1
728	2021-11-20 08:03:00	110	1	728	I	0	1
403	2021-11-20 08:03:05	110	1	403	I	0	1
405	2021-11-20 08:03:26	110	1	405	I	0	1
